employer_name,employee_city,employee_state,employer_address_counts,regular_hourly_rate_parsed_counts,predicted_title_1,confidence_1,predicted_title_2,confidence_2,predicted_title_3,confidence_3,source,reasoning
"Universal Protection Service, LP",Vallejo,CA,"{""161 Washington Street, Suite 600, Conshohocken, PA 19428-2083"": 1}",16.0,Security Guard,97,Security Officer,81,Patrol Officer,38,"Indeed.com, Glassdoor.com, LinkedIn.com/jobs, https://www.aus.com/careers","Universal Protection Service, LP (Allied Universal) is a major security services provider. 'Security Guard' is strongly supported for this pay/location; 'Security Officer' is a common variant. 'Patrol Officer' is plausible but more speculative. All map to 'Protective Service Occupations' in the CSV."
"Universal Protection Service, LP",Van Vleck,TX,"{""161 Washington Street, Suite 600, Eight Tower Bridge, Conshohocken, PA 19428-2083"": 1}",19.5,Security Officer,92,Security Guard,81,Site Supervisor,38,"Allied Universal (aus.com), Indeed.com, Glassdoor.com","Universal Protection Service, LP (Allied Universal) is a major security contractor. $19.50/hr matches Security Officer/Guard rates in Texas. 'Site Supervisor' is plausible but less confirmed. CSV supports 'Protective Service Occupations' as a broad match."
University of California,Anaheim,CA,"{""14350-1 Meridian Parkway, Riverside, CA 92518"": 1}",28.88,Administrative Assistant,78,Research Assistant,54,Student Services Coordinator,32,"UC Irvine and UC system job boards (careers.ucirvine.edu, jobs.universityofcalifornia.edu), Glassdoor, Indeed","UC job boards show 'Administrative Assistant' roles in Anaheim near this pay. 'Research Assistant' is plausible for UC at this rate. 'Student Services Coordinator' is speculative, based on similar UC roles and CSV mapping to 'Office and Administrative Support'."
University of California,Elk Grove,CA,"{""14350-1 Meridian Parkway, Riverside, CA 92518"": 2}",30.82,Administrative Assistant,68,Student Services Coordinator,44,Research Assistant,29,"UC Davis/UC system jobs (careers.ucdavis.edu, jobs.ucop.edu), Glassdoor, Indeed","UC jobs in Elk Grove are rare, but $30.82/hr aligns with administrative and student services roles. 'Administrative Assistant' is most likely; 'Student Services Coordinator' and 'Research Assistant' are plausible but speculative, based on UC pay scales and job postings. CSV supports 'Office and Administrative Support Occupations' as a broad match."
University of California,Elk Grove,CA,"{""14350-1 Meridian Parkway, Riverside, CA 92518"": 2}",31.55,Administrative Assistant,68,Student Services Coordinator,44,Payroll Technician,23,"UC Davis/UC jobs portal (jobs.ucdavis.edu), Glassdoor, Indeed, salary data for UC system","The hourly rate aligns with UC administrative support roles. 'Administrative Assistant' is common at this pay. 'Student Services Coordinator' is plausible for student-facing roles. 'Payroll Technician' is speculative, based on similar pay bands. CSV supports 'Office and Administrative Support Occupations' as a general category."
University of California,Fontana,CA,"{""14350-1 Meridian Parkway, Riverside, CA 92518"": 1}",25.43,Administrative Assistant,68,Student Services Coordinator,44,Library Assistant,27,"UC job boards (jobs.universityofcalifornia.edu), Indeed, Glassdoor","UC Fontana is not a main campus, so roles are likely support staff. 'Administrative Assistant' is common at this pay. 'Student Services Coordinator' and 'Library Assistant' are plausible but less directly evidenced; CSV maps these to 'Office and Administrative Support Occupations.'"
University of California,Long Beach,CA,"{""14350-1 Meridian Parkway, Riverside, CA 92518"": 1}",30.07,Academic Advisor,68,Administrative Analyst,54,Research Assistant,39,"UC Long Beach HR site (csulb.edu/hr), Indeed, Glassdoor","‘Academic Advisor’ aligns with the pay and is common at UC Long Beach. ‘Administrative Analyst’ is plausible for this rate per job boards. ‘Research Assistant’ is speculative, based on university roles at similar pay. CSV supports ‘Education, Training, and Library Occupations’ as a broad match."
University of California,Los Angeles,CA,"{""14350-1 Meridian Parkway, Riverside, CA 92518"": 1}",26.79,Administrative Assistant,78,Research Assistant,62,Student Services Coordinator,39,"UCLA Careers (careers.ucla.edu), Glassdoor (glassdoor.com), Indeed (indeed.com)","UCLA job postings and salary data show 'Administrative Assistant' and 'Research Assistant' roles commonly pay near $26.79/hr. 'Student Services Coordinator' is plausible but more speculative, inferred from similar pay bands and university job structures. CSV supports these as 'Office and Administrative Support' or 'Education, Training, and Library' occupations."
University of California,Riverside,CA,"{""14350-1 Meridian Parkway, Riverside, CA 92518"": 1}",21.09,Administrative Assistant,68,Library Assistant,44,Laboratory Assistant,29,"UCR job board (jobs.ucr.edu), Glassdoor, Indeed.com","UCR lists 'Administrative Assistant' roles near $21/hr. 'Library Assistant' and 'Laboratory Assistant' are plausible at this pay, but evidence is weaker. CSV supports these as 'Office and Administrative Support' and 'Education/Library' categories. Lower confidence for speculative titles."
University of California,Sacramento,CA,"{""14350-1 Meridian Parkway, Sacramento, CA, 95820"": 1, ""34350 Meridian Parkway, Bakersfield, CA 93308"": 1}",70.436782,Nurse Practitioner,78,Clinical Nurse Specialist,54,Physician Assistant,39,"UC Davis Health (health.ucdavis.edu/jobs), Glassdoor, Indeed, LinkedIn",UC Davis Health in Sacramento pays advanced practice clinicians around $70/hr. 'Nurse Practitioner' is most common at this rate. 'Clinical Nurse Specialist' and 'Physician Assistant' are plausible but less directly evidenced; all map to healthcare practitioner roles in the CSV.
University of California,Sacramento,CA,"{""14350-1 Meridian Parkway, Sacramento, CA, 95820"": 1, ""34350 Meridian Parkway, Bakersfield, CA 93308"": 1}",83.36,Nurse Practitioner,82,Physician Assistant,67,Clinical Nurse Specialist,41,"UC Davis Health (health.ucdavis.edu/jobs), Glassdoor, Indeed, salary.com",UC Davis Health in Sacramento pays advanced practice clinicians at this rate. 'Nurse Practitioner' is most common; 'Physician Assistant' is plausible. 'Clinical Nurse Specialist' is speculative but fits the pay and healthcare context. CSV maps to 'Healthcare Practitioners and Technical Occupations.'
University of California,San Pablo,CA,"{""14350-1 Meridian Parkway, Riverside, CA 92518"": 1}",26.84,Administrative Assistant,68,Student Services Coordinator,44,Library Assistant,27,"UC job boards (jobs.universityofcalifornia.edu), Glassdoor, Indeed, salary.com","UC San Pablo is not a main campus, so roles are likely support staff. $26.84/hr matches UC admin and student services roles. 'Library Assistant' is speculative, based on similar pay and university support roles. CSV maps these to 'Office and Administrative Support Occupations.'"
University of California,Santa Ana,CA,"{""14350-1 Meridian Parkway, Riverside, CA 92518"": 1}",30.98,Administrative Assistant,68,Research Assistant,54,Student Services Coordinator,32,"UC Irvine and UC system job boards (careers.ucirvine.edu, jobs.universityofcalifornia.edu), Glassdoor, Indeed","UC campuses in Orange County list 'Administrative Assistant' and 'Research Assistant' roles near $31/hr. 'Student Services Coordinator' is plausible but speculative, based on similar pay and duties. CSV supports 'Office and Administrative Support' as a broad match."
University of California,South San Francisco,CA,"{""14350-1 Meridian Parkway Riverside, CA 92518"": 1}",41.91,Research Associate,68,Lab Manager,47,Clinical Research Coordinator,32,"LinkedIn (linkedin.com), UC job postings (jobs.ucsf.edu), Glassdoor (glassdoor.com)","UC in South San Francisco is heavily involved in biomedical research. 'Research Associate' aligns with pay and location. 'Lab Manager' is plausible for this rate. 'Clinical Research Coordinator' is speculative, based on regional biotech activity. CSV supports 'Life, Physical, and Social Science Occupations' as a broad match."
University of California,Winters,CA,"{""14350-1 Meridian Parkway, Riverside, CA 92518"": 1}",29.83,Administrative Assistant,68,Research Assistant,54,Program Coordinator,32,"UC Davis Careers (https://hr.ucdavis.edu/careers), Glassdoor, Indeed","UC campuses near Winters, CA, list 'Administrative Assistant' and 'Research Assistant' roles around $29.83/hr. 'Program Coordinator' is plausible but more speculative. CSV supports these as 'Office and Administrative Support' and 'Education, Training, and Library' occupations."
"Wal-Mart Associates, Inc.",11151 Westport Station Dr A Maryland Heights,MO,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",20.64,Warehouse Associate,78,Stocker,59,Order Filler,37,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com",Walmart’s Maryland Heights distribution center lists 'Warehouse Associate' and 'Stocker' roles near $20/hr. 'Order Filler' is plausible but less directly evidenced. CSV supports these under 'Material Moving' and 'Stock Clerks' categories. Lower confidence for speculative third title.
"Wal-Mart Associates, Inc.",114 Baltimore Cir Darlington,SC,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",14.0,Retail Sales Associate,88,Cashier,61,Stock Associate,37,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)","Walmart commonly hires 'Retail Sales Associates' and 'Cashiers' at this pay and location, as confirmed by multiple job boards. 'Stock Associate' is plausible but less directly evidenced. All map to the CSV's 'Sales and Related Occupations' or 'Stock Clerks' categories."
"Wal-Mart Associates, Inc.",1314 Monomoy St. 3 Aurora,IL,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",16.0,Retail Sales Associate,92,Cashier,81,Stock Associate,65,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart's most common hourly roles at $16/hr in Aurora, IL are 'Retail Sales Associate' and 'Cashier', both confirmed by multiple sources. 'Stock Associate' is plausible based on job postings and industry norms, though less directly evidenced. CSV supports 'Sales' and 'Stock Clerks' as general categories."
"Wal-Mart Associates, Inc.",1349 Sharondale Circle,MO,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",24.0,Department Manager,68,Overnight Stock Supervisor,44,Customer Service Supervisor,29,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","The $24/hr rate is above entry-level but below salaried management, aligning with roles like Department Manager. Overnight Stock Supervisor and Customer Service Supervisor are plausible based on pay and Walmart's job structure, though evidence is weaker for these. CSV supports 'First-Line Supervisors of Retail Sales Workers' as a general category."
"Wal-Mart Associates, Inc.",1399 South Belcher Rd. Lot Largo,FL,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",14.0,Retail Sales Associate,88,Cashier,65,Stock Associate,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart commonly hires 'Retail Sales Associates' and 'Cashiers' at this pay and location, as confirmed by job postings. 'Stock Associate' is plausible based on industry norms and CSV retail occupation mapping, though evidence is more indirect for this title."
"Wal-Mart Associates, Inc.",1413 Riverside Dr Gautier,MS,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",17.2,Retail Sales Associate,82,Stocker,59,Cashier,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Retail Sales Associate is strongly supported for this pay and location. Stocker is plausible based on similar pay rates and job postings. Cashier is a common Walmart role but less directly evidenced for this rate, so confidence is lower. CSV retail category supports all."
"Wal-Mart Associates, Inc.",1502 Sherwood Drive,NC,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",19.67,Overnight Stocker,78,Warehouse Associate,54,Cashier,32,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","The hourly rate aligns with 'Overnight Stocker' roles at Walmart in NC, supported by job postings. 'Warehouse Associate' is plausible given Walmart's logistics needs, though less directly evidenced. 'Cashier' is speculative, based on general retail roles and CSV retail occupation mapping."
"Wal-Mart Associates, Inc.",2400 Oakhill Rd,TX,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",17.0,Retail Sales Associate,85,Cashier,62,Stock Associate,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart commonly hires Retail Sales Associates and Cashiers at $17/hr in Texas, as confirmed by job postings. 'Stock Associate' is plausible based on industry norms and pay, though less directly evidenced. All map to CSV's 'Sales' and 'Material Moving' categories."
"Wal-Mart Associates, Inc.",2413 W C Street Russellville,AR,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",15.5,Retail Sales Associate,88,Cashier,65,Stock Associate,41,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)","Walmart commonly hires 'Retail Sales Associates' and 'Cashiers' at this pay and location, per job boards and company site. 'Stock Associate' is plausible but less directly evidenced. All map to the CSV's 'Sales and Related Occupations' or 'Stock Clerks' categories."
"Wal-Mart Associates, Inc.",2790 Stonybrook Ave Merced,CA,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",22.0,Retail Sales Associate,85,Stock Associate,62,Cashier,41,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)","Walmart commonly hires Retail Sales Associates at this pay in Merced, CA. Stock Associate is plausible based on job ads and wage. Cashier is a typical Walmart role but less directly supported for this rate; included as a speculative filler. CSV retail category supports all."
"Wal-Mart Associates, Inc.",3535 Woodside Drive Lot 5 Madison,IN,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",15.0,Retail Sales Associate,91,Cashier,77,Stock Associate,54,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)","Walmart commonly hires 'Retail Sales Associate' and 'Cashier' at $15/hr in Indiana, confirmed by multiple job boards. 'Stock Associate' is plausible but less directly evidenced. All map to the CSV's 'Sales and Related Occupations' or 'Stock Clerks' categories."
"Wal-Mart Associates, Inc.",500 Perrymont Avenue Lynchburg,VA,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",14.0,Retail Sales Associate,91,Cashier,77,Stock Associate,54,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart commonly hires 'Retail Sales Associate' and 'Cashier' at $14/hr in VA, confirmed by multiple sources. 'Stock Associate' is plausible for this pay and location but less directly evidenced. All map to CSV's 'Sales and Related Occupations' or 'Stock Clerks'."
"Wal-Mart Associates, Inc.",5334 W Madison Chicago,IL,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",17.0,Retail Sales Associate,92,Cashier,77,Stock Associate,54,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart’s Chicago stores at this pay rate most commonly hire Retail Sales Associates and Cashiers, as confirmed by multiple job boards. 'Stock Associate' is plausible but less directly evidenced. All map to the CSV’s 'Sales and Related Occupations' or 'Stock Clerks' categories."
"Wal-Mart Associates, Inc.",5345 Rolling Oak Ln Charlotte,NC,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",15.61,Retail Sales Associate,88,Cashier,62,Stock Associate,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart commonly hires 'Retail Sales Associates' and 'Cashiers' at this pay in Charlotte, NC; 'Stock Associate' is plausible but less directly evidenced. CSV retail category supports all. Lower confidence for 'Stock Associate' due to less direct job posting evidence."
"Wal-Mart Associates, Inc.",5874 Highway S Dawsonville,GA,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",15.5,Retail Associate,85,Cashier,68,Stocker,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com",Walmart commonly hires for 'Retail Associate' and 'Cashier' at this pay and location; both are supported by job listings. 'Stocker' is plausible but less directly evidenced. All map to the CSV's 'Sales and Related Occupations' or 'Material Moving Occupations' as general categories.
"Wal-Mart Associates, Inc.",5901 E 6Th Ave Spc 195 Anchorage,AK,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",16.0,Retail Sales Associate,91,Cashier,77,Stock Associate,54,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com/Salary/Walmart-Anchorage-Salaries), Google Maps",Walmart’s Anchorage locations list 'Retail Sales Associate' and 'Cashier' at $16/hr; 'Stock Associate' is plausible but less directly evidenced. CSV retail category supports all. Third title is inferred from typical Walmart entry-level roles at this pay.
"Wal-Mart Associates, Inc.",8035 Waxwing Avenue Jacksonville,FL,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",26.8,Department Manager,68,Pharmacy Technician,44,Overnight Stocker,23,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","The hourly rate ($26.8) is above typical entry-level roles at Walmart, aligning with Department Manager pay. Pharmacy Technician is plausible given similar rates in Florida. Overnight Stocker is speculative, based on regional wage outliers. CSV supports 'First-Line Supervisors' as a general category."
"Wal-Mart Associates, Inc.",947 Evangeline Rd Cleveland,OH,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",15.0,Retail Sales Associate,88,Cashier,61,Stock Associate,37,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart commonly hires 'Retail Sales Associates' and 'Cashiers' at $15/hr, supported by job postings and pay data. 'Stock Associate' is plausible but less directly evidenced for this location/rate. All map to CSV's 'Sales and Related Occupations' or 'Stock Clerks'."
"Wal-Mart Associates, Inc.",Austell,GA,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",15.0,Retail Associate,85,Stocker,62,Cashier,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart commonly hires 'Retail Associates' at $15/hr in Austell, GA. 'Stocker' is also frequently listed at this rate. 'Cashier' is plausible but less directly evidenced for this location/rate. All map to CSV's 'Sales and Related Occupations' category."
"Wal-Mart Associates, Inc.",Baltimore,MD,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",18.84,Retail Sales Associate,88,Cashier,54,Stock Associate,31,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart's Baltimore listings at $18.84/hr most often match 'Retail Sales Associate.' 'Cashier' is plausible but less directly supported. 'Stock Associate' is speculative, inferred from similar pay and retail roles. All map to the CSV's 'Sales and Related Occupations.'"
"Wal-Mart Associates, Inc.",Baytown,TX,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",16.8,Retail Sales Associate,88,Stocker,62,Cashier,41,"Walmart careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com/Hourly-Pay/Walmart-Baytown-Hourly-Pay-EI_IE715.0,7_IL.8,15_IM180.htm)","Retail Sales Associate is strongly supported for this pay and location. Stocker is plausible based on job ads and pay range. Cashier is a common Walmart role at this rate but less directly evidenced for Baytown, so confidence is lower. CSV supports 'Sales' and 'Stock Clerks' as broad categories."
"Wal-Mart Associates, Inc.",Bella Vista,AR,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",14.0,Retail Associate,88,Cashier,65,Stocker,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Retail Associate is strongly supported for this pay and location. Cashier is common at this rate, per job boards. Stocker is plausible but less directly evidenced; CSV retail category supports all. Stocker is more speculative due to less direct data."
"Wal-Mart Associates, Inc.",Boise,ID,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",20.5,Retail Sales Associate,88,Stocking Associate,61,Cashier,44,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com",Retail Sales Associate is strongly supported for this pay and location. Stocking Associate is plausible based on job ads and pay range. Cashier is a common Walmart role but less likely at this rate; included as a speculative filler. CSV maps all to 'Sales and Related Occupations.'
"Wal-Mart Associates, Inc.",Canaan,ME,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",15.0,Retail Sales Associate,88,Cashier,65,Stock Associate,38,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com/Salary/Walmart-Canaan-Salaries-EI_IE715.0,7_IL.8,14_IC1135677.htm)","Walmart in Canaan, ME lists 'Retail Sales Associate' and 'Cashier' at $15/hr; 'Stock Associate' is plausible but less directly evidenced. All map to the CSV's 'Sales and Related Occupations' or 'Stock Clerks' categories. Third title is more speculative."
"Wal-Mart Associates, Inc.",Canton,MI,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",17.51,Retail Sales Associate,88,Stocking Associate,61,Cashier,44,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart in Canton, MI lists 'Retail Sales Associate' at $17.51/hr as a common role. 'Stocking Associate' is plausible based on pay and postings. 'Cashier' is a typical entry-level Walmart job, but less directly supported for this rate, so confidence is lower. CSV supports these under 'Sales and Related Occupations.'"
"Wal-Mart Associates, Inc.",Canyon Country,CA,"{""702 S.W. 8th St, Bentonville, Arkansas 72716"": 1}",17.0,Retail Sales Associate,92,Cashier,78,Stock Associate,54,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)","Walmart Canyon Country, CA, lists 'Retail Sales Associate' and 'Cashier' at $17/hr; 'Stock Associate' is plausible but less directly evidenced. All map to the CSV's 'Sales and Related Occupations' or 'Stock Clerks and Order Fillers' categories. Lower confidence for speculative third title."
"Wal-Mart Associates, Inc.",Chicago,IL,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",16.0,Retail Sales Associate,92,Cashier,78,Stock Associate,54,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com",Walmart's Chicago listings at $16/hr most commonly advertise 'Retail Sales Associate' and 'Cashier' roles; 'Stock Associate' is plausible but less directly evidenced. All map to the CSV's 'Sales and Related Occupations' or 'Stock Clerks' categories. 'Stock Associate' is more speculative.
"Wal-Mart Associates, Inc.",Clanton,AL,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 2}",14.28,Retail Sales Associate,88,Cashier,65,Stock Associate,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart in Clanton, AL lists 'Retail Sales Associate' and 'Cashier' at $14-15/hr; 'Stock Associate' is plausible but less directly evidenced. All fit the CSV's 'Sales and Related Occupations' category. Third title is more speculative due to weaker direct evidence."
"Wal-Mart Associates, Inc.",Cockeysville,MD,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",17.0,Retail Sales Associate,88,Cashier,54,Stock Associate,32,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)","‘Retail Sales Associate’ is strongly supported for Walmart at this pay and location. ‘Cashier’ is plausible based on job ads and pay range. ‘Stock Associate’ is speculative, inferred from similar roles. All map to the CSV’s ‘Sales and Related Occupations’ category."
"Wal-Mart Associates, Inc.",Conneautville,PA,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",19.0,Retail Sales Associate,85,Stock Associate,58,Cashier,41,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)",‘Retail Sales Associate’ is strongly supported for Walmart at this pay and location. ‘Stock Associate’ is plausible based on similar pay and duties. ‘Cashier’ is a common Walmart role but less likely at this rate; included as a speculative filler. CSV retail category supports all.
"Wal-Mart Associates, Inc.",Covina,CA,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",17.0,Retail Sales Associate,92,Cashier,78,Stock Associate,54,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)","Walmart Covina offers $17/hr for entry-level roles; 'Retail Sales Associate' and 'Cashier' are directly supported by job listings. 'Stock Associate' is plausible based on industry norms and CSV retail occupation mapping, though less directly evidenced for this location."
"Wal-Mart Associates, Inc.",Covington,GA,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",15.0,Retail Sales Associate,92,Cashier,78,Stock Associate,54,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart in Covington, GA lists 'Retail Sales Associate' and 'Cashier' at $15/hr; 'Stock Associate' is plausible but less directly evidenced. All roles fit the CSV's 'Sales and Related Occupations' or 'Stock Clerks' categories. Third title is more speculative."
"Wal-Mart Associates, Inc.",Delta,OH,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",18.2,Retail Sales Associate,85,Stocking Associate,62,Cashier,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com",Retail Sales Associate is strongly supported for Walmart at this pay and location. Stocking Associate is plausible based on similar pay and postings. Cashier is a common Walmart role but less directly supported for this rate; included as a speculative filler. CSV maps all to 'Sales and Related Occupations.'
"Wal-Mart Associates, Inc.",Easton,PA,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",19.84,Overnight Stocker,78,Warehouse Associate,54,Cashier,32,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart in Easton, PA lists Overnight Stocker roles near $19.84/hr. Warehouse Associate is plausible given distribution centers in the area. Cashier is speculative, as pay is typically lower, but included for completeness. CSV supports 'Stock Clerks' and 'Material Moving' categories."
"Wal-Mart Associates, Inc.",Englewood,FL,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",15.0,Retail Sales Associate,88,Cashier,65,Stock Associate,41,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com/Hourly-Pay-Walmart-Englewood-FL-EI_IE715.0,7_IL.8,21_IC1154167.htm)","Walmart in Englewood, FL lists 'Retail Sales Associate' and 'Cashier' roles near $15/hr; 'Stock Associate' is plausible but less directly evidenced. All map to the CSV's 'Sales and Related Occupations' or 'Stock Clerks' categories. Third title is more speculative."
"Wal-Mart Associates, Inc.",Farmington,MN,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",19.0,Retail Sales Associate,88,Stocking Associate,61,Cashier,44,"Walmart careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart in Farmington, MN lists 'Retail Sales Associate' roles near $19/hr. 'Stocking Associate' is plausible based on pay and postings. 'Cashier' is common but less directly supported at this rate, so confidence is lower. CSV supports 'Sales' and 'Material Moving' categories."
"Wal-Mart Associates, Inc.",Flint,MI,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",17.69,Retail Sales Associate,91,Stocking Associate,68,Cashier,44,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)","Walmart in Flint, MI lists 'Retail Sales Associate' at $17-18/hr as the most common role. 'Stocking Associate' is plausible based on pay and postings. 'Cashier' is speculative but fits Walmart's typical entry roles. CSV supports 'Sales' and 'Material Moving' categories."
"Wal-Mart Associates, Inc.",Freeport,ME,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",21.0,Overnight Stocker,78,Sales Associate,62,Cashier,41,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com/Salary/Walmart-Freeport-Salaries-EI_IE715.0,7_IL.8,16_IM518.htm)","Walmart in Freeport, ME lists Overnight Stocker roles near $21/hr; Sales Associate and Cashier are plausible at this rate but less directly evidenced. CSV retail categories support these as common Walmart hourly positions. Lower confidence for Cashier due to less pay alignment."
"Wal-Mart Associates, Inc.",Fries,VA,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",19.54,Retail Sales Associate,85,Cashier,62,Stock Associate,41,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)","Walmart commonly employs 'Retail Sales Associates' and 'Cashiers' at this pay rate and location, as confirmed by job postings. 'Stock Associate' is plausible based on industry norms, though less directly evidenced. All map to the CSV's 'Sales and Related Occupations' or 'Stock Clerks' categories."
"Wal-Mart Associates, Inc.",Front Royal,VA,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",14.0,Retail Sales Associate,88,Cashier,65,Stock Associate,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart in Front Royal, VA lists 'Retail Sales Associate' and 'Cashier' at $14/hr; 'Stock Associate' is plausible based on similar pay and duties. CSV retail category supports these roles. 'Stock Associate' is more speculative due to less direct evidence."
"Wal-Mart Associates, Inc.",Greenville,SC,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",15.3,Retail Sales Associate,88,Cashier,65,Stock Associate,41,"Walmart Careers (careers.walmart.com), Indeed.com, Glassdoor.com","Walmart in Greenville, SC lists 'Retail Sales Associate' and 'Cashier' at $15-16/hr; 'Stock Associate' is plausible but less directly evidenced. All map to the CSV's 'Sales and Related Occupations' or 'Stock Clerks' categories. Third title is more speculative."
"Wal-Mart Associates, Inc.",Hagerstown,MD,"{""702 S.W. 8th St., Bentonville, Arkansas 72716"": 1}",23.0,Overnight Stocker,78,Warehouse Associate,54,Customer Service Associate,31,"Walmart Careers (careers.walmart.com), Indeed (indeed.com), Glassdoor (glassdoor.com)","Walmart in Hagerstown, MD lists 'Overnight Stocker' roles near $23/hr; 'Warehouse Associate' is plausible given distribution centers in the area. 'Customer Service Associate' is speculative, based on general Walmart roles. CSV supports 'Stock Clerks' and 'Material Moving' categories."
